image_name,class_name,file_path,Display_Name,District,Province,Category,Description
OEPH6773.JPG,Adisham_Monastry,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Adisham_Monastry\OEPH6773.JPG,Adisham Monastery,Badulla,Uva,Historical/Architecture,A peaceful monastery housed in a beautiful stone mansion in Haputale.
OIEB1163.JPG,Adisham_Monastry,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Adisham_Monastry\OIEB1163.JPG,Adisham Monastery,Badulla,Uva,Historical/Architecture,A peaceful monastery housed in a beautiful stone mansion in Haputale.
OQHP6000.JPG,Adisham_Monastry,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Adisham_Monastry\OQHP6000.JPG,Adisham Monastery,Badulla,Uva,Historical/Architecture,A peaceful monastery housed in a beautiful stone mansion in Haputale.
ORAO2491.jpg,Adisham_Monastry,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Adisham_Monastry\ORAO2491.jpg,Adisham Monastery,Badulla,Uva,Historical/Architecture,A peaceful monastery housed in a beautiful stone mansion in Haputale.
PIRE0127.jpg,Adisham_Monastry,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Adisham_Monastry\PIRE0127.jpg,Adisham Monastery,Badulla,Uva,Historical/Architecture,A peaceful monastery housed in a beautiful stone mansion in Haputale.
RIBJ1206.jpg,Adisham_Monastry,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Adisham_Monastry\RIBJ1206.jpg,Adisham Monastery,Badulla,Uva,Historical/Architecture,A peaceful monastery housed in a beautiful stone mansion in Haputale.
RIOK2495.JPG,Adisham_Monastry,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Adisham_Monastry\RIOK2495.JPG,Adisham Monastery,Badulla,Uva,Historical/Architecture,A peaceful monastery housed in a beautiful stone mansion in Haputale.
WBKM9078.jpg,Adisham_Monastry,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Adisham_Monastry\WBKM9078.jpg,Adisham Monastery,Badulla,Uva,Historical/Architecture,A peaceful monastery housed in a beautiful stone mansion in Haputale.
XETY3792.jpg,Adisham_Monastry,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Adisham_Monastry\XETY3792.jpg,Adisham Monastery,Badulla,Uva,Historical/Architecture,A peaceful monastery housed in a beautiful stone mansion in Haputale.
0a2d1232dab309a9d3de38109705b9bc.jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\0a2d1232dab309a9d3de38109705b9bc.jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
1000_F_251621960_b5H8GZbgSRubmgzhRqv9J3PyrWaiU9Ow.jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\1000_F_251621960_b5H8GZbgSRubmgzhRqv9J3PyrWaiU9Ow.jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
25b21582ac9b3f5c1b3f93479922a8d7.jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\25b21582ac9b3f5c1b3f93479922a8d7.jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
4a4bfdcc28d061fcaa656781dddec196.jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\4a4bfdcc28d061fcaa656781dddec196.jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
816x460-68277995-601862330338219-5065273777936400384-n-9528-3897.jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\816x460-68277995-601862330338219-5065273777936400384-n-9528-3897.jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
a9c0b316397fc1bec35fd6179384e3cb.jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\a9c0b316397fc1bec35fd6179384e3cb.jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
aerial-view-of-blue-beach-island-drone-view-of-the-beaches-of-sri-lanka-2J0XBHM.jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\aerial-view-of-blue-beach-island-drone-view-of-the-beaches-of-sri-lanka-2J0XBHM.jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
aerial-view-of-blue-beach-island-drone-view-of-the-beaches-of-sri-lanka-2JBK6AC.jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\aerial-view-of-blue-beach-island-drone-view-of-the-beaches-of-sri-lanka-2JBK6AC.jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
blue-beach-island-nilwella-aerial-view-of-the-south-coast-of-the-island-of-sri-lanka-T0N990.jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\blue-beach-island-nilwella-aerial-view-of-the-south-coast-of-the-island-of-sri-lanka-T0N990.jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
blue-beach-island-sri-lanka-blue-beach-island-sri-lanka-182011629.jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\blue-beach-island-sri-lanka-blue-beach-island-sri-lanka-182011629.jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
Blue-Beach-Island.jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\Blue-Beach-Island.jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
depositphotos_247549298-stock-photo-blue-beach-island-nilwella-aerial.jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\depositphotos_247549298-stock-photo-blue-beach-island-nilwella-aerial.jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
istockphoto-1499247591-170667a.jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\istockphoto-1499247591-170667a.jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
maxresdefault.jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\maxresdefault.jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
OIP (10).jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\OIP (10).jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
OIP (11).jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\OIP (11).jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
OIP (12).jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\OIP (12).jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
OIP (6).jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\OIP (6).jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
OIP (7).jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\OIP (7).jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
OIP (8).jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\OIP (8).jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
OIP (9).jpg,Blue_beach_island,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Blue_beach_island\OIP (9).jpg,Blue Beach Island,Matara,Southern,Beach/Island,"A small, picturesque island and beach in Nilwella."
BKIU8043.JPG,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\BKIU8043.JPG,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
DPHJ9522.JPG,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\DPHJ9522.JPG,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
EVLE4884.jpg,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\EVLE4884.jpg,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
FOQV3132.jpg,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\FOQV3132.jpg,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
FRTO0419.jpg,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\FRTO0419.jpg,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
HEYM5816.JPG,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\HEYM5816.JPG,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
IMG_0734.JPG,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\IMG_0734.JPG,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
LAQC3286.jpg,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\LAQC3286.jpg,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
LSKS3515.jpg,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\LSKS3515.jpg,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
MTLY4364.JPG,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\MTLY4364.JPG,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
MUCT4586.JPG,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\MUCT4586.JPG,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
NCMB4676.jpg,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\NCMB4676.jpg,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
QJAN1617.JPG,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\QJAN1617.JPG,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
RANU6413.jpg,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\RANU6413.jpg,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
RSDG5125.jpg,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\RSDG5125.jpg,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
RSNH3111.jpg,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\RSNH3111.jpg,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
SIFO4306.jpg,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\SIFO4306.jpg,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
SPGI4089.JPG,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\SPGI4089.JPG,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
TGBP4647.JPG,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\TGBP4647.JPG,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
TIPH9778.jpg,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\TIPH9778.jpg,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
TULH4572.JPG,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\TULH4572.JPG,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
UWCM4196.jpg,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\UWCM4196.jpg,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
WNVB3103.JPG,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\WNVB3103.JPG,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
XENO9804.JPG,Ella_Rock,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Ella_Rock\XENO9804.JPG,Ella Rock,Badulla,Uva,Mountain/Hiking,A famous hiking spot in Ella offering stunning panoramic views.
AERT4474.jpg,Gregory_park_sri_lanka,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Gregory_park_sri_lanka\AERT4474.jpg,Gregory Park,Nuwara Eliya,Central,Park/Lake,A popular park surrounding the scenic Lake Gregory in Nuwara Eliya.
BRIU7438.jpg,Gregory_park_sri_lanka,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Gregory_park_sri_lanka\BRIU7438.jpg,Gregory Park,Nuwara Eliya,Central,Park/Lake,A popular park surrounding the scenic Lake Gregory in Nuwara Eliya.
CACO3413.jpg,Gregory_park_sri_lanka,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Gregory_park_sri_lanka\CACO3413.jpg,Gregory Park,Nuwara Eliya,Central,Park/Lake,A popular park surrounding the scenic Lake Gregory in Nuwara Eliya.
DBIG2132.jpg,Gregory_park_sri_lanka,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Gregory_park_sri_lanka\DBIG2132.jpg,Gregory Park,Nuwara Eliya,Central,Park/Lake,A popular park surrounding the scenic Lake Gregory in Nuwara Eliya.
EXIL2219.jpg,Gregory_park_sri_lanka,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Gregory_park_sri_lanka\EXIL2219.jpg,Gregory Park,Nuwara Eliya,Central,Park/Lake,A popular park surrounding the scenic Lake Gregory in Nuwara Eliya.
FNPG9952.jpg,Gregory_park_sri_lanka,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Gregory_park_sri_lanka\FNPG9952.jpg,Gregory Park,Nuwara Eliya,Central,Park/Lake,A popular park surrounding the scenic Lake Gregory in Nuwara Eliya.
JXFQ7847.jpg,Gregory_park_sri_lanka,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Gregory_park_sri_lanka\JXFQ7847.jpg,Gregory Park,Nuwara Eliya,Central,Park/Lake,A popular park surrounding the scenic Lake Gregory in Nuwara Eliya.
LSHL7506.jpg,Gregory_park_sri_lanka,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Gregory_park_sri_lanka\LSHL7506.jpg,Gregory Park,Nuwara Eliya,Central,Park/Lake,A popular park surrounding the scenic Lake Gregory in Nuwara Eliya.
MDVM1451.jpg,Gregory_park_sri_lanka,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Gregory_park_sri_lanka\MDVM1451.jpg,Gregory Park,Nuwara Eliya,Central,Park/Lake,A popular park surrounding the scenic Lake Gregory in Nuwara Eliya.
MEIE5081.jpg,Gregory_park_sri_lanka,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Gregory_park_sri_lanka\MEIE5081.jpg,Gregory Park,Nuwara Eliya,Central,Park/Lake,A popular park surrounding the scenic Lake Gregory in Nuwara Eliya.
NKQG7817.jpg,Gregory_park_sri_lanka,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Gregory_park_sri_lanka\NKQG7817.jpg,Gregory Park,Nuwara Eliya,Central,Park/Lake,A popular park surrounding the scenic Lake Gregory in Nuwara Eliya.
NXJT6882.jpg,Gregory_park_sri_lanka,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Gregory_park_sri_lanka\NXJT6882.jpg,Gregory Park,Nuwara Eliya,Central,Park/Lake,A popular park surrounding the scenic Lake Gregory in Nuwara Eliya.
OOIY6606.jpg,Gregory_park_sri_lanka,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Gregory_park_sri_lanka\OOIY6606.jpg,Gregory Park,Nuwara Eliya,Central,Park/Lake,A popular park surrounding the scenic Lake Gregory in Nuwara Eliya.
PCYG5208.jpg,Gregory_park_sri_lanka,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Gregory_park_sri_lanka\PCYG5208.jpg,Gregory Park,Nuwara Eliya,Central,Park/Lake,A popular park surrounding the scenic Lake Gregory in Nuwara Eliya.
QIUG8972.jpg,Gregory_park_sri_lanka,C:\Users\ASUS\Documents\clipo model test one\new_dataset\Gregory_park_sri_lanka\QIUG8972.jpg,Gregory Park,Nuwara Eliya,Central,Park/Lake,A popular park surrounding the scenic Lake Gregory in Nuwara Eliya.
